;;;;;;;;;1 paŸdziernika 2023
Plan dla przedmiotu: Programowanie w JavaScript;;;;;;;;;
Czas od;;Czas do;Liczba godzin;Grupy;Prowadz¹cy;Grupy;Forma zaliczenia;Uwagi;
Data Zajêæ: 2023.10.14 sobota ;;;;;;;;;
;11:20;12:50;2h00m;lab1/3/PROGN ;dr in¿. Cezary Siwoñ ;lab1/3/PROGN ;Zaliczenie ocena;;
Data Zajêæ: 2023.10.28 sobota ;;;;;;;;;
;11:20;12:50;2h00m;lab1/3/PROGN ;dr in¿. Cezary Siwoñ ;lab1/3/PROGN ;Zaliczenie ocena;;
Data Zajêæ: 2023.11.25 sobota ;;;;;;;;;
;11:20;12:50;2h00m;lab1/3/PROGN ;dr in¿. Cezary Siwoñ ;lab1/3/PROGN ;Zaliczenie ocena;;
Data Zajêæ: 2023.12.09 sobota ;;;;;;;;;
;11:20;12:50;2h00m;lab1/3/PROGN ;dr in¿. Cezary Siwoñ ;lab1/3/PROGN ;Zaliczenie ocena;;
Data Zajêæ: 2024.01.13 sobota ;;;;;;;;;
;11:20;12:50;2h00m;lab1/3/PROGN ;dr in¿. Cezary Siwoñ ;lab1/3/PROGN ;Zaliczenie ocena;;
Data Zajêæ: 2024.01.27 sobota ;;;;;;;;;
;11:20;12:50;2h00m;lab1/3/PROGN ;dr in¿. Cezary Siwoñ ;lab1/3/PROGN ;Zaliczenie ocena;;
Data Zajêæ: 2024.01.28 niedziela ;;;;;;;;;
;13:00;14:30;2h00m;lab1/3/PROGN ;dr in¿. Cezary Siwoñ ;lab1/3/PROGN ;Zaliczenie ocena;;
Data Zajêæ: 2024.02.10 sobota ;;;;;;;;;
;11:20;12:50;2h00m;lab1/3/PROGN ;dr in¿. Cezary Siwoñ ;lab1/3/PROGN ;Zaliczenie ocena;;
Data Zajêæ: 2024.02.11 niedziela ;;;;;;;;;
;13:00;14:30;2h00m;lab1/3/PROGN ;dr in¿. Cezary Siwoñ ;lab1/3/PROGN ;Zaliczenie ocena;;
